node_type,name,description,source,page,relevance_score,domain
Topic,Command Interface,"An interface that defines the execute and undo methods for command objects, facilitating the Command pattern implementation.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,255,0.8,CodeStructure
Topic,LightOffCommand,"A concrete command that turns off the light, implementing the Command interface.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,255,0.8,CodeStructure
Topic,LightOnCommand,"A concrete command that turns on the light, implementing the Command interface.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,255,0.8,CodeStructure
Topic,RemoteControlWithUndo,"A class that manages command objects and supports undo functionality, demonstrating the Command pattern.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,255,0.85,CodeStructure
Topic,NoCommand,"A command that does nothing, used as a placeholder in the RemoteControlWithUndo class.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,255,0.7,CodeStructure
Topic,Singleton,Ensures a class has only one instance and provides a global point of access to it.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.9,DesignPattern
Topic,Strategy,"Defines a family of algorithms, encapsulates each one, and makes them interchangeable.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.8,DesignPattern
Topic,Observer,"Defines a one-to-many dependency between objects so that when one object changes state, all its dependents are notified.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.8,DesignPattern
Topic,Decorator,"Attaches additional responsibilities to an object dynamically, providing a flexible alternative to subclassing.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.8,DesignPattern
Topic,Abstract Factory,Provides an interface for creating families of related or dependent objects without specifying their concrete classes.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.8,DesignPattern
Topic,Factory Method,"Defines an interface for creating an object, but lets subclasses decide which class to instantiate.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.8,DesignPattern
Topic,Encapsulation,"The principle of bundling the data and methods that operate on the data within one unit, restricting access to some of the object's components.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.7,DesignPrinciple
Topic,Abstraction,The concept of hiding the complex reality while exposing only the necessary parts.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.7,DesignPrinciple
Topic,Polymorphism,The ability to present the same interface for differing underlying forms (data types).,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.7,DesignPrinciple
Topic,Inheritance,A mechanism where a new class is derived from an existing class.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,223,0.7,DesignPrinciple
Topic,Command Pattern,"A behavioral design pattern that encapsulates a request as an object, thereby allowing for parameterization of clients with queues, requests, and operations.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,261,0.9,DesignPattern
Topic,CeilingFanMediumCommand,A concrete implementation of the Command pattern that sets the ceiling fan to medium speed.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,261,0.8,DesignPattern
Topic,CeilingFanHighCommand,A concrete implementation of the Command pattern that sets the ceiling fan to high speed.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,261,0.8,DesignPattern
Topic,CeilingFanOffCommand,A concrete implementation of the Command pattern that turns the ceiling fan off.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,261,0.8,DesignPattern
Topic,RemoteControlWithUndo,"A class that manages command objects and provides functionality to execute, undo, and display commands.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,261,0.85,CodeStructure
Topic,MacroCommand,"A design pattern that encapsulates a command request as an object, allowing for parameterization of clients with queues, requests, and operations.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,266,0.9,DesignPattern
Topic,Command,A behavioral design pattern that turns a request into a stand-alone object that contains all information about the request.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,266,0.85,DesignPattern
Topic,Undo Functionality,"A method that allows for reversing the effects of previously executed commands, enhancing user experience by providing a way to revert actions.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,266,0.8,CodeStructure
Topic,Command Pattern,"A behavioral design pattern that encapsulates a request as an object, thereby allowing for parameterization of clients with queues, requests, and operations.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,272,0.9,DesignPattern
Topic,GarageDoorOpenCommand,An implementation of the Command Pattern that encapsulates the action of opening a garage door.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,272,0.8,DesignPattern
Topic,MacroCommand,An implementation of the Command Pattern that allows for the execution of a sequence of commands as a single command.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,272,0.8,DesignPattern
Topic,Invoker,The component that invokes the command to execute the request.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,272,0.7,CodeStructure
Topic,Receiver,The component that knows how to perform the operations associated with the command.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,272,0.7,CodeStructure
Topic,Command Pattern,"A behavioral design pattern that encapsulates a request as an object, thereby allowing for parameterization of clients with queues, requests, and operations.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,263,0.9,DesignPattern
Topic,MacroCommand,A specific implementation of the Command pattern that allows for the execution of multiple commands as a single command.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,263,0.85,DesignPattern
Topic,LightOnCommand,"A concrete command that turns on a light, implementing the Command interface.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,263,0.8,DesignPattern
Topic,StereoOnCommand,"A concrete command that turns on a stereo, implementing the Command interface.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,263,0.8,DesignPattern
Topic,TVOnCommand,"A concrete command that turns on a TV, implementing the Command interface.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,263,0.8,DesignPattern
Topic,HottubOnCommand,"A concrete command that turns on a hot tub, implementing the Command interface.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,263,0.8,DesignPattern
Topic,Decorator Pattern,"A structural design pattern that allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,275,0.9,DesignPattern
Topic,Adapter Pattern,A structural design pattern that allows incompatible interfaces to work together by converting the interface of a class into another interface that a client expects.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,275,0.9,DesignPattern
Topic,Facade Pattern,"A structural design pattern that provides a simplified interface to a complex subsystem, making it easier to use.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,275,0.8,DesignPattern
Topic,Vendor Class Library,"A library provided by a vendor that contains classes and interfaces for specific functionalities, which may require adaptation to fit into existing systems.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,275,0.7,CodeStructure
Topic,Turkey,"Interface defining the behaviors of a Turkey, including gobble and fly methods.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,278,0.9,CodeStructure
Topic,Duck,"Interface defining the behaviors of a Duck, including quack and fly methods.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,278,0.9,CodeStructure
Topic,MallardDuck,"Concrete implementation of the Duck interface, providing specific behaviors for a Mallard Duck.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,278,0.8,CodeStructure
Topic,WildTurkey,"Concrete implementation of the Turkey interface, providing specific behaviors for a Wild Turkey.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,278,0.8,CodeStructure
Topic,TurkeyAdapter,Adapter pattern implementation that allows a Turkey to be used as a Duck.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,278,0.9,DesignPattern
Topic,Command Pattern,"A behavioral design pattern that encapsulates a request as an object, allowing for parameterization of clients with queues, requests, and operations.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,268,0.9,DesignPattern
Topic,Command Interface,"An interface defining the methods for executing, undoing, storing, and loading commands.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,268,0.8,CodeStructure
Topic,SwingObserverExample,"A class demonstrating the use of the Observer pattern in a GUI context, where actions are triggered by user interactions.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,268,0.7,CodeStructure
Topic,AngelListener,A listener class implementing the ActionListener interface to respond to button clicks in a GUI application.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,268,0.6,CodeStructure
Topic,DevilListener,"Another listener class implementing the ActionListener interface, providing an alternative response to button clicks.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,268,0.6,CodeStructure
Topic,Object Adapter,A design pattern that uses composition to adapt one interface to another.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,284,0.9,DesignPattern
Topic,Class Adapter,"A design pattern that uses inheritance to adapt one interface to another, requiring multiple inheritance.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,284,0.9,DesignPattern
Topic,Adapter,A structural component that allows incompatible interfaces to work together.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,284,0.8,CodeStructure
Topic,Client,The component that interacts with the Adapter to use the Adaptee's functionality.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,284,0.7,CodeStructure
Topic,Adaptee,The existing interface that needs to be adapted to a new interface.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,284,0.7,CodeStructure
Topic,Target,The interface that the Client expects to interact with.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,284,0.7,CodeStructure
Topic,Adapter Pattern,A structural design pattern that allows objects with incompatible interfaces to work together by wrapping an existing class with a new interface.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,287,0.9,DesignPattern
Topic,Object Adapter,A specific implementation of the Adapter Pattern that uses composition to adapt interfaces.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,287,0.85,DesignPattern
Topic,Class Adapter,A specific implementation of the Adapter Pattern that uses inheritance to adapt interfaces.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,287,0.85,DesignPattern
Topic,Enumeration Interface,An interface that allows iteration over a collection without exposing its underlying structure.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,287,0.8,CodeStructure
Topic,EnumerationIterator,"An adapter that converts an Enumeration to an Iterator, allowing legacy code to work with modern interfaces.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,290,0.9,DesignPattern
Topic,Adapter Pattern,A structural design pattern that allows incompatible interfaces to work together by wrapping an existing class with a new interface.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,290,0.95,DesignPattern
Topic,Iterator Interface,"An interface that defines methods for iterating over a collection, providing a standard way to access elements sequentially.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,290,0.85,CodeStructure
Topic,Enumeration Interface,"A legacy interface for iterating over a collection, which lacks the remove() method found in the Iterator interface.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,290,0.8,CodeStructure
Topic,Decorator Pattern,"A structural design pattern that allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,290,0.85,DesignPattern
Topic,Facade Pattern,"A design pattern that provides a simplified interface to a subsystem, decoupling the client from the subsystem components.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,300,0.9,DesignPattern
Topic,Adapter Pattern,A design pattern that changes the interface of one or more classes to match the interface expected by a client.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,300,0.9,DesignPattern
Topic,Adapter Pattern,A structural design pattern that allows objects with incompatible interfaces to work together by converting the interface of a class into another interface that a client expects.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,281,0.9,DesignPattern
Topic,Facade Pattern,"A structural design pattern that provides a simplified interface to a complex subsystem, making it easier to use.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,281,0.8,DesignPattern
Topic,Client,The component that interacts with the Adapter to make requests without needing to know about the Adaptee.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,281,0.7,CodeStructure
Topic,TurkeyAdapter,An implementation of the Adapter Pattern that adapts a Turkey to the Duck interface.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,281,0.6,CodeStructure
Topic,DuckAdapter,An implementation of the Adapter Pattern that adapts a Duck to the Turkey interface.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,281,0.6,CodeStructure
Topic,Command Pattern,"Encapsulates a request as an object, allowing for parameterization of clients with different requests and supporting undoable operations.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.9,DesignPattern
Topic,Strategy Pattern,"Defines a family of algorithms, encapsulates each one, and makes them interchangeable, allowing algorithms to vary independently from clients.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.8,DesignPattern
Topic,Observer Pattern,"Defines a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.8,DesignPattern
Topic,Decorator Pattern,"Attaches additional responsibilities to an object dynamically, providing a flexible alternative to subclassing for extending functionality.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.8,DesignPattern
Topic,Abstract Factory Pattern,Provides an interface for creating families of related or dependent objects without specifying their concrete classes.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.8,DesignPattern
Topic,Factory Method Pattern,"Defines an interface for creating an object, but lets subclasses decide which class to instantiate, deferring instantiation to subclasses.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.8,DesignPattern
Topic,Singleton Pattern,Ensures a class has only one instance and provides a global point of access to it.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.8,DesignPattern
Topic,MacroCommand,An extension of the Command Pattern that allows multiple commands to be invoked and supports undo functionality.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.7,DesignPattern
Topic,Encapsulation,"The principle of bundling the data and methods that operate on the data within one unit, restricting access to some of the object's components.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.7,DesignPrinciple
Topic,Abstraction,The principle of simplifying complex reality by modeling classes based on the essential properties and behaviors an object should have.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.7,DesignPrinciple
Topic,Inheritance,"A mechanism where a new class is derived from an existing class, inheriting its attributes and behaviors.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,271,0.7,DesignPrinciple
Topic,Facade,"The Facade pattern provides a simplified interface to a complex subsystem, allowing clients to interact with it more easily.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,302,0.9,DesignPattern
Topic,HomeTheaterFacade,A concrete implementation of the Facade pattern that simplifies the interaction with various components of a home theater system.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,302,0.85,CodeStructure
Topic,watchMovie(),A method in the HomeTheaterFacade that orchestrates the sequence of operations to prepare for watching a movie.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,302,0.8,CodeStructure
Topic,endMovie(),A method in the HomeTheaterFacade that orchestrates the sequence of operations to shut down the home theater system.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,302,0.8,CodeStructure
Topic,Principle of Least Knowledge,A design principle that encourages reducing the number of interactions between objects to minimize dependencies and maintain system integrity.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,305,0.9,DesignPrinciple
Topic,Adapter Pattern,A structural design pattern that allows incompatible interfaces to work together by wrapping an existing class with a new interface.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,305,0.8,DesignPattern
Topic,Facade Pattern,"A structural design pattern that provides a simplified interface to a complex subsystem, making it easier to use.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,305,0.8,DesignPattern
Topic,Car Class,"A class representing a car, encapsulating its properties and behaviors, such as starting the engine.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,305,0.7,CodeStructure
Topic,Engine Instance Variable,An instance variable within the Car class that represents the engine component of the car.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,305,0.6,CodeStructure
Topic,Template Method Pattern,"A behavioral design pattern that defines the skeleton of an algorithm in a method, deferring some steps to subclasses.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,319,0.9,DesignPattern
Topic,CaffeineBeverage,An abstract class that defines the template method prepareRecipe() and abstract methods brew() and addCondiments().,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,319,0.8,CodeStructure
Topic,Coffee,A concrete class that extends CaffeineBeverage and implements the brewing and condiment methods specific to coffee.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,319,0.8,CodeStructure
Topic,Tea,A concrete class that extends CaffeineBeverage and implements the brewing and condiment methods specific to tea.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,319,0.8,CodeStructure
Topic,Template Method Pattern,"Defines the skeleton of an algorithm in a method, deferring some steps to subclasses.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,331,0.9,DesignPattern
Topic,CaffeineBeverageWithHook,Abstract class that implements the Template Method pattern with hooks for customization.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,331,0.85,CodeStructure
Topic,CoffeeWithHook,"Concrete class that extends CaffeineBeverageWithHook, providing specific implementations for brewing coffee and adding condiments.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,331,0.8,CodeStructure
Topic,Facade,A design pattern that simplifies and unifies a complex set of interfaces by decoupling a client from a subsystem.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,310,0.9,DesignPattern
Topic,Adapter,"A design pattern that changes an interface into one that a client expects, allowing for compatibility between incompatible interfaces.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,310,0.9,DesignPattern
Topic,Decorator,A design pattern that wraps an object to add new behaviors and responsibilities dynamically.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,310,0.8,DesignPattern
Topic,Principle of Least Knowledge,A design principle that suggests that a module should not know about the inner details of the objects it interacts with.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,310,0.7,DesignPrinciple
Topic,Template Method Pattern,"A behavioral design pattern that defines the skeleton of an algorithm in a method, deferring some steps to subclasses.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,325,0.9,DesignPattern
Topic,Caffeine Beverage,"An abstract class that defines the template method for preparing caffeinated beverages, controlling the flow of the algorithm.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,325,0.8,CodeStructure
Topic,Tea,A subclass of Caffeine Beverage that implements specific steps of the beverage preparation algorithm.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,325,0.7,CodeStructure
Topic,Coffee,Another subclass of Caffeine Beverage that provides its own implementation for specific steps in the beverage preparation algorithm.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,325,0.7,CodeStructure
Topic,Adapter Pattern,"Converts the interface of a class into one that a client is expecting, allowing for compatibility between incompatible interfaces.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.9,DesignPattern
Topic,Facade Pattern,"Hides the complexity of one or more classes behind a simplified interface, making it easier for clients to interact with the system.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.9,DesignPattern
Topic,Decorator Pattern,"Allows behavior to be added to individual objects, either statically or dynamically, without altering the structure of existing code.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.8,DesignPattern
Topic,StreamingPlayer,Represents a component in a home theater system that manages streaming media playback.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.7,CodeStructure
Topic,Amplifier,A component that enhances audio signals in a home theater system.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.7,CodeStructure
Topic,Tuner,A component that allows for tuning into radio frequencies in a home theater system.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.7,CodeStructure
Topic,Projector,A component that displays video content in a home theater system.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.7,CodeStructure
Topic,TheaterLights,Controls the lighting in a home theater environment.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.7,CodeStructure
Topic,PopcornPopper,A component that prepares popcorn in a home theater setup.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,293,0.7,CodeStructure
Topic,Adapter,A structural design pattern that allows objects with incompatible interfaces to work together by wrapping an existing class with a new interface.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,314,0.9,DesignPattern
Topic,Facade,"A structural design pattern that provides a simplified interface to a complex subsystem, promoting decoupling.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,314,0.8,DesignPattern
Topic,Decorator,"A structural design pattern that allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,314,0.8,DesignPattern
Topic,Template Method Pattern,"A behavioral design pattern that defines the skeleton of an algorithm in a method, deferring some steps to subclasses.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,314,0.9,DesignPattern
Topic,Least Knowledge Principle,"A design principle that suggests that an object should only talk to its immediate friends and not to strangers, promoting loose coupling.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,314,0.7,DesignPrinciple
Topic,Coffee Class,"A class that encapsulates the steps to prepare a coffee recipe, demonstrating the Template Method Pattern.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,314,0.8,CodeStructure
Topic,Facade Pattern,"A structural design pattern that provides a simplified interface to a complex subsystem, making it easier to use.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,297,0.9,DesignPattern
Topic,HomeTheaterFacade,"A class that implements the Facade Pattern for a home theater system, providing simple methods to control complex components.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,297,0.85,CodeStructure
Topic,TheaterLights,"A class representing the lights in the home theater system, with methods to control their state.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,297,0.7,CodeStructure
Topic,PopcornPopper,"A class representing the popcorn maker in the home theater system, with methods to control its operation.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,297,0.7,CodeStructure
Topic,Screen,"A class representing the screen in the home theater system, with methods to control its position.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,297,0.7,CodeStructure
Topic,Amplifier,"A class representing the amplifier in the home theater system, with methods to control audio settings.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,297,0.7,CodeStructure
Topic,Projector,"A class representing the projector in the home theater system, with methods to control its display mode.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,297,0.7,CodeStructure
Topic,StreamingPlayer,"A class representing the streaming player in the home theater system, with methods to control playback.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,297,0.7,CodeStructure
Topic,Adapter,A structural design pattern that allows objects with incompatible interfaces to work together.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,311,0.9,DesignPattern
Topic,Decorator,"A structural design pattern that allows behavior to be added to individual objects, either statically or dynamically, without affecting the behavior of other objects from the same class.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,311,0.9,DesignPattern
Topic,Facade,A structural design pattern that provides a simplified interface to a complex subsystem.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,311,0.8,DesignPattern
Topic,Principle of Least Knowledge,A design principle that suggests that a module should not know about the inner details of the objects it manipulates.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,311,0.85,DesignPrinciple
Topic,DuckAdapter,A specific implementation of the Adapter pattern that adapts a Duck to a Turkey interface.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,311,0.8,CodeStructure
Topic,IteratorEnumeration,"A class that adapts an Iterator to an Enumeration, demonstrating the Adapter pattern.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,311,0.8,CodeStructure
Topic,Template Method Pattern,"A behavioral design pattern that defines the skeleton of an algorithm in a method, deferring some steps to subclasses.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,335,0.9,DesignPattern
Topic,Hollywood Principle,A design principle that emphasizes the importance of high-level components controlling the flow of the application to prevent dependency rot.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,335,0.85,DesignPrinciple
Topic,Abstract Class,"A class that cannot be instantiated and is meant to be subclassed, containing abstract methods that must be implemented by subclasses.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,335,0.8,CodeStructure
Topic,Hook Method,A method that allows subclasses to provide optional behavior in a template method pattern.,[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,335,0.75,DesignPattern
Topic,Template Method Pattern,"Defines the skeleton of an algorithm in a method, deferring some steps to subclasses, allowing for redefinition of certain steps without changing the algorithm's structure.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,328,0.9,DesignPattern
Topic,CaffeineBeverage,"Abstract class that provides a template method for caffeine beverage preparation, maximizing reuse among subclasses.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,328,0.8,CodeStructure
Topic,AbstractClass,"Contains the template method and abstract operations used in the template method, meant to be subclassed.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,328,0.7,CodeStructure
Topic,ConcreteClass,"Implements the abstract operations defined in the AbstractClass, providing specific implementations for the template method.",[O`Reilly. Head First] - Head First Design Patterns 2nd Edition - [Freeman].pdf,328,0.7,CodeStructure
