id,source,target,relationship_type
rel_005811,Refactoring,Unit of Work,PART_OF
rel_005812,Refactoring,YAGNI,RELATES_TO
rel_005813,Reference Architecture,REST,PART_OF
rel_005814,Reference Counting,VTK Object,PART_OF
rel_005815,Refinement Relation,Component,PART_OF
rel_005816,RegistrationController,CustomerInfoDB,DEPENDS_ON
rel_005817,RegistrationController,CustomerInformation,DEPENDS_ON
rel_005818,Regression Testing,Impact Analysis,RELATES_TO
rel_005819,Regression Testing Tools,Scalability,RELATES_TO
rel_005820,RegularExpression,AlternationExpression,PART_OF
rel_005821,RegularExpression,LiteralExpression,PART_OF
rel_005822,RegularExpression,RepetitionExpression,PART_OF
rel_005823,RegularExpression,SequenceExpression,PART_OF
rel_005824,RelationshipProperty,LoaderStrategy,PART_OF
rel_005825,Relaxed Layered Architecture,Business Logic Layer,DEPENDS_ON
rel_005826,Relaxed Layered Architecture,CQRS,RELATES_TO
rel_005827,Relaxed Layered Architecture,Web Controller,CONTAINS
rel_005828,Release Automation,Version Control System (VCS),DEPENDS_ON
rel_005829,Release Automation Script,Tagging Process,PART_OF
rel_005830,Reliability,Architectural Design,DEPENDS_ON
rel_005831,Reliability,Architecture Debt,DEPENDS_ON
rel_005832,Reliability,Availability,RELATES_TO
rel_005833,Reliability,Cloud-native Application,DEPENDS_ON
rel_005834,Reliability,Complexity,RELATES_TO
rel_005835,Reliability,Component Testing,DEPENDS_ON
rel_005836,Reliability,Correctness,CONTAINS
rel_005837,Reliability,Data Quality,RELATES_TO
rel_005838,Reliability,Dependability,RELATES_TO
rel_005839,Reliability,DevOps,RELATES_TO
rel_005840,Reliability,Distributed Architecture,DEPENDS_ON
rel_005841,Reliability,Distributed Systems,RELATES_TO
rel_005842,Reliability,Documentation,RELATES_TO
rel_005843,Reliability,Evaluation Criteria,RELATES_TO
rel_005844,Reliability,Event Sourcing,DEPENDS_ON
rel_005845,Reliability,Fault Tolerance,RELATES_TO
rel_005846,Reliability,ISO/IEC 25010,RELATES_TO
rel_005847,Reliability,Layered Architecture,DEPENDS_ON
rel_005848,Reliability,Maintainability,DEPENDS_ON
rel_005849,Reliability,Maintainability,RELATES_TO
rel_005850,Reliability,Mean Time To Failure (MTTF),RELATES_TO
rel_005851,Reliability,Microservices Architecture,RELATES_TO
rel_005852,Reliability,Modifiability,RELATES_TO
rel_005853,Reliability,Namespace,RELATES_TO
rel_005854,Reliability,Non-Functional Requirements,RELATES_TO
rel_005855,Reliability,Performance,DEPENDS_ON
rel_005856,Reliability,Performance,RELATES_TO
rel_005857,Reliability,Rate of Occurrence of Failures (ROCOF),RELATES_TO
rel_005858,Reliability,Recoverability,RELATES_TO
rel_005859,Reliability,Repairability,RELATES_TO
rel_005860,Reliability,Resilience,RELATES_TO
rel_005861,Reliability,Safety-Critical Systems,RELATES_TO
rel_005862,Reliability,Scalability,RELATES_TO
rel_005863,Reliability,Security,DEPENDS_ON
rel_005864,Reliability,Security,RELATES_TO
rel_005865,Reliability,Service Granularity,RELATES_TO
rel_005866,Reliability,Session Router,RELATES_TO
rel_005867,Reliability,Software Measurement,RELATES_TO
rel_005868,Reliability,System Architecture,RELATES_TO
rel_005869,Reliability,System Complexity,RELATES_TO
rel_005870,Reliability Engineering,Resilience Engineering,RELATES_TO
rel_005871,Reliability Growth Model,Reliability,DEPENDS_ON
rel_005872,Remote Control API,Command Pattern,IMPLEMENTS
rel_005873,Remote Interface,Remote Implementation,IMPLEMENTS
rel_005874,Remote Method Invocation (RMI),Proxy Pattern,RELATES_TO
rel_005875,Remote Procedure Call (RPC),Loose Coupling,DEPENDS_ON
rel_005876,Remote Procedure Call (RPC),Proxy Pattern,RELATES_TO
rel_005877,Remote Proxy,Real Gumball Machine,DEPENDS_ON
rel_005878,Remote Proxy,Remote Method Invocation (RMI),IMPLEMENTS
rel_005879,Remote WebDriver,Closure Library,DEPENDS_ON
rel_005880,Remote WebDriver,RPC Mechanism,PART_OF
rel_005881,Remote Wipe,Asymmetric Key Encryption,DEPENDS_ON
rel_005882,RemoteControl,CelingFanOnCommand,CONTAINS
rel_005883,RemoteControl,Command Interface,CONTAINS
rel_005884,RemoteControl,Command Pattern,IMPLEMENTS
rel_005885,RemoteControl,GarageDoorUpCommand,CONTAINS
rel_005886,RemoteControl,LightOffCommand,CONTAINS
rel_005887,RemoteControl,LightOnCommand,CONTAINS
rel_005888,RemoteControl,NoCommand,CONTAINS
rel_005889,RemoteControl,StereoOnWithCDCommand,CONTAINS
rel_005890,RemoteControlWithUndo,CeilingFanHighCommand,CONTAINS
rel_005891,RemoteControlWithUndo,CeilingFanMediumCommand,CONTAINS
rel_005892,RemoteControlWithUndo,CeilingFanOffCommand,CONTAINS
rel_005893,RemoteControlWithUndo,Command Interface,DEPENDS_ON
rel_005894,RemoteControlWithUndo,Command Pattern,IMPLEMENTS
rel_005895,RemoteControlWithUndo,LightOffCommand,CONTAINS
rel_005896,RemoteControlWithUndo,LightOnCommand,CONTAINS
rel_005897,RemoteControlWithUndo,NoCommand,CONTAINS
rel_005898,Remove Middle Man,Inline Function,RELATES_TO
rel_005899,Remove Middle Man,Server Class,RELATES_TO
rel_005900,Remove Setting Method,Person Class,IMPLEMENTS
rel_005901,Rename Function,Maintainability,RELATES_TO
rel_005902,Render Blocking Resources,Critical Rendering Path,DEPENDS_ON
rel_005903,Render Step,textvalueformat,DEPENDS_ON
rel_005904,RenderContext,Performance Optimization,IMPLEMENTS
rel_005905,RenderedWebElement,Browser Automation Tool,PART_OF
rel_005906,Renderer,Primitive Artist,DEPENDS_ON
rel_005907,Repairability,Usability,RELATES_TO
rel_005908,Repetition,Special-General Mixture,RELATES_TO
rel_005909,RepetitionExpression,match operation,CONTAINS
rel_005910,RepetitionExpression,match: operation,CONTAINS
rel_005911,Replace Conditional with Polymorphism,PerformanceCalculator,IMPLEMENTS
rel_005912,Replace Conditional with Polymorphism,Polymorphism,IMPLEMENTS
rel_005913,Replace Constructor with Factory,Slide Statements,RELATES_TO
rel_005914,Replace Constructor with Factory Function,Person,DEPENDS_ON
rel_005915,Replace Primitive with Object,Class,RELATES_TO
rel_005916,Replace Subclass with Delegate,Favor Object Composition over Class Inheritance,RELATES_TO
rel_005917,Replace Subclass with Delegate,Replace Superclass with Delegate,RELATES_TO
rel_005918,Replace Superclass with Delegate,Replace Subclass with Delegate,RELATES_TO
rel_005919,Replace Temp with Query,Class,RELATES_TO
rel_005920,Replace Temp with Query,Maintainability,RELATES_TO
rel_005921,Replace Temp with Query,Performance,DEPENDS_ON
rel_005922,Replace Type Code with Subclasses,Department,RELATES_TO
rel_005923,Replace Type Code with Subclasses,Employee,RELATES_TO
rel_005924,Replace Type Code with Subclasses,PerformanceCalculator,IMPLEMENTS
rel_005925,Replaceability,Internationalization,RELATES_TO
rel_005926,ReplayEvents,Aggregate,IMPLEMENTS
rel_005927,ReplayEvents,Event Stream,DEPENDS_ON
rel_005928,Replicated Cache,Fault Tolerance,RELATES_TO
rel_005929,Replicated Cache,Performance,RELATES_TO
rel_005930,Replicated Cache Pattern,Data Domain Pattern,RELATES_TO
rel_005931,Replicated Caching,eventual consistency,DEPENDS_ON
rel_005932,Replicated Caching Pattern,Fault Tolerance,RELATES_TO
rel_005933,Replicated Caching Pattern,Responsiveness,RELATES_TO
rel_005934,Replicated Caching Pattern,Scalability,RELATES_TO
rel_005935,Replicated Servers,Server Management Component,CONTAINS
rel_005936,Replication Lag Management,MySQL,DEPENDS_ON
rel_005937,Replication Management,DataNode,RELATES_TO
rel_005938,Reporting Component,Architecture Story,CONTAINS
rel_005939,Reporting Domain,Flatten Components Pattern,IMPLEMENTS
rel_005940,Repository,Aggregate,CONTAINS
rel_005941,Repository,Aggregate,DEPENDS_ON
rel_005942,Repository,Aggregate,PART_OF
rel_005943,Repository,CatalogItem,CONTAINS
rel_005944,Repository Architectural Pattern,Maintainability,RELATES_TO
rel_005945,Repository Architecture,Student Class,CONTAINS
rel_005946,Repository Architecture,Symbol Table,CONTAINS
rel_005947,Repository Architecture,Syntax Tree,CONTAINS
rel_005948,Repository Interface,Aggregate,RELATES_TO
rel_005949,Repository Pattern,Aggregate,CONTAINS
rel_005950,Repository Pattern,Aggregate,IMPLEMENTS
rel_005951,Repository Pattern,Aggregate,RELATES_TO
rel_005952,Repository Pattern,Aggregate Pattern,DEPENDS_ON
rel_005953,Repository Pattern,Blob,IMPLEMENTS
rel_005954,Repository Pattern,Client-Server Architecture,RELATES_TO
rel_005955,Repository Pattern,DAO,RELATES_TO
rel_005956,Repository Pattern,Data Access Object (DAO),RELATES_TO
rel_005957,Repository Pattern,Dependency Inversion Principle (DIP),IMPLEMENTS
rel_005958,Repository Pattern,Domain-Driven Design,IMPLEMENTS
rel_005959,Repository Pattern,HibernateUserRepository,IMPLEMENTS
rel_005960,Repository Pattern,Infrastructure Layer,IMPLEMENTS
rel_005961,Repository Pattern,Persistence-oriented Repository,IMPLEMENTS
rel_005962,Repository Pattern,SequenceStyle-Generator,DEPENDS_ON
rel_005963,Repository Pattern,SequenceStyleGenerator,DEPENDS_ON
rel_005964,Repository Pattern,Value Object,RELATES_TO
rel_005965,Repository Pattern,Version-Controlled Environment,CONTAINS
rel_005966,Request/Response Model,GPSD Protocol,IMPLEMENTS
rel_005967,Requirement,Structured Natural Language,DEPENDS_ON
rel_005968,Requirements Engineering,Design and Implementation,DEPENDS_ON
rel_005969,Requirements Engineering,Software Validation,RELATES_TO
rel_005970,Requirements Engineering,System Requirements,RELATES_TO
rel_005971,Requirements Engineering,User Requirements,RELATES_TO
rel_005972,Requires-Dist,PEP 345,DEPENDS_ON
rel_005973,Reservation Manager,Use Case,IMPLEMENTS
rel_005974,ReserveCar,postconditions,IMPLEMENTS
rel_005975,ReserveCar,preconditions,IMPLEMENTS
rel_005976,Resilience,Dependability,RELATES_TO
rel_005977,Resilience,Maintainability,RELATES_TO
rel_005978,Resilience,Security,RELATES_TO
rel_005979,Resilience Engineering,Authentication and Encryption,DEPENDS_ON
rel_005980,Resilience Engineering,Defensive Layers,RELATES_TO
rel_005981,Resilience Engineering,Fault Tolerance,IMPLEMENTS
rel_005982,Resilience Engineering,Maintainability,RELATES_TO
rel_005983,Resilience Engineering,Multilevel System Authentication,RELATES_TO
rel_005984,Resilience Engineering,Reliability,RELATES_TO
rel_005985,Resilience Engineering,Scalability,RELATES_TO
rel_005986,Resilience Engineering,Security,RELATES_TO
rel_005987,Resilience Engineering,System Recovery Features,CONTAINS
rel_005988,Resilient Systems Design,Critical Services,CONTAINS
rel_005989,Resilient Systems Design,Redundancy Strategy,IMPLEMENTS
rel_005990,Resilient Systems Design,Risk Assessment,DEPENDS_ON
rel_005991,Resort Relations Subsystem,Reliability,RELATES_TO
rel_005992,Resort Relations Subsystem,Scalability,RELATES_TO
rel_005993,Resource,"Create, Read, Update, Delete (CRUD)",IMPLEMENTS
rel_005994,Resource,Dependencies,IMPLEMENTS
rel_005995,Resource Management System,Vehicle Dispatcher System,PART_OF
rel_005996,Resource Manager,Resource Distance,IMPLEMENTS
rel_005997,Resource Monitoring,Dynamic Scheduling,DEPENDS_ON
rel_005998,Resource Pooling,Scalability,RELATES_TO
rel_005999,ResourceHarness Class,Transaction Class,IMPLEMENTS
rel_006000,Response Measure,Integrability Tactics,RELATES_TO
rel_006001,Response Measures,Security,DEPENDS_ON
rel_006002,Responsibility Layers,Core Domain,DEPENDS_ON
rel_006003,Responsiveness,Performance,RELATES_TO
rel_006004,Responsiveness,Scalability,RELATES_TO
rel_006005,Restart Capability,Reliability,RELATES_TO
rel_006006,Retry Pattern,TimeConstrainedProcessTracker,IMPLEMENTS
rel_006007,Reusability,Component,RELATES_TO
rel_006008,Reusability,Interelement Communication,RELATES_TO
rel_006009,Reusability,Maintainability,DEPENDS_ON
rel_006010,Reusability,Modularity,DEPENDS_ON
rel_006011,Reusability,Modularity,RELATES_TO
rel_006012,Reusability,Module,DEPENDS_ON
rel_006013,Reusable Component,Configuration Interface,CONTAINS
rel_006014,Reusable Component,Domain Abstraction,DEPENDS_ON
rel_006015,Reusable Component,Exception Handling,RELATES_TO
rel_006016,Reusable Component Configuration,Incremental Development,RELATES_TO
rel_006017,Reusable Components,Design Patterns,RELATES_TO
rel_006018,Reusable Software Blocks,Component-Based Software Engineering (CBSE),DEPENDS_ON
rel_006019,Reusable Software Components,Concept Reuse,IMPLEMENTS
rel_006020,Reuse,Service-Oriented Architecture,IMPLEMENTS
rel_006021,Reuse,Service-Oriented Architecture,RELATES_TO
rel_006022,Reuse/Release Equivalence Principle,Common Reuse Principle,RELATES_TO
rel_006023,Reuse/Release Equivalence Principle,Stable Abstractions Principle,RELATES_TO
rel_006024,ReverseListIterator,Iterator Interface,IMPLEMENTS
rel_006025,ReviewerController,Single Responsibility Principle,RELATES_TO
rel_006026,Reviews Context,Application Layer,DEPENDS_ON
rel_006027,Riak,Erlang/OTP,DEPENDS_ON
rel_006028,Riak,High-Availability,IMPLEMENTS
rel_006029,Riak,Linear Scalability,IMPLEMENTS
rel_006030,Riak,Supervision Tree,CONTAINS
rel_006031,Rich Client Platform (RCP),Eclipse Bundles,CONTAINS
rel_006032,Rich Client Platform (RCP),Stable API,DEPENDS_ON
rel_006033,Rides Component,Template Method,IMPLEMENTS
rel_006034,Risk Assessment,Risk Matrix,DEPENDS_ON
rel_006035,Risk Management,Information Security Policy,CONTAINS
rel_006036,Risk Management in Architecture,Maintainability,RELATES_TO
rel_006037,Risk Management in Architecture,Performance,RELATES_TO
rel_006038,Risk Management in Architecture,Reliability,RELATES_TO
rel_006039,Risk Management in Architecture,Scalability,RELATES_TO
rel_006040,Risk Management in Architecture,Security,RELATES_TO
rel_006041,Risk Themes,High Availability,DEPENDS_ON
rel_006042,Risk-Based Approach,Secure Systems Design,DEPENDS_ON
rel_006043,Risk-based specification,Functional safety requirements,RELATES_TO
rel_006044,Robustness Principle,Maintainability,RELATES_TO
rel_006045,Role,GroupMemberService,DEPENDS_ON
rel_006046,Role,Object,PART_OF
rel_006047,Role-Based Access Control,Provider Roles,IMPLEMENTS
rel_006048,Rollback,Exception Handling,RELATES_TO
rel_006049,Rollback Mechanism,Degradation Policy,RELATES_TO
rel_006050,Rollback Mechanism,Snapshot,DEPENDS_ON
rel_006051,Rollback Strategy,Incident Management,RELATES_TO
rel_006052,Rollback Technique,Active/Hot Spare,DEPENDS_ON
rel_006053,Rolling Upgrade,Quality Attributes,DEPENDS_ON
rel_006054,Rolling upgrade deployment pattern,sandboxing,IMPLEMENTS
rel_006055,Room,Door,CONTAINS
rel_006056,Room,Wall,CONTAINS
rel_006057,RoomWithABomb,BombedMazeFactory,DEPENDS_ON
rel_006058,Root Entity,Entity,CONTAINS
rel_006059,Root Entity,Value Object,CONTAINS
rel_006060,Root Entity,Value Object,DEPENDS_ON
rel_006061,Root Namespace,Orphaned Classes,CONTAINS
rel_006062,Round Robin Load Balancing,Global Load Balancing,RELATES_TO
rel_006063,Routine,Class,PART_OF
rel_006064,Routing,RESTful Principles,DEPENDS_ON
rel_006065,Row,ListIterator,IMPLEMENTS
rel_006066,RubberDuck,Quackable,IMPLEMENTS
rel_006067,Rules,Message Object Tree,DEPENDS_ON
rel_006068,Ruleset Metadata,Component Package,DEPENDS_ON
rel_006069,Runner Process,Signal Handlers,IMPLEMENTS
rel_006070,Runtime Code,Processing.js,CONTAINS
rel_006071,Runtime Environment,Graceful Degradation,IMPLEMENTS
rel_006072,Runtime System (RTS),Foreign Function Interface (FFI),RELATES_TO
rel_006073,Runtime System (RTS),Garbage Collector,CONTAINS
rel_006074,Runtime System (RTS),Maintainability,RELATES_TO
rel_006075,Runtime System (RTS),Performance,RELATES_TO
rel_006076,Runtime System (RTS),Portability,RELATES_TO
rel_006077,Runtime System (RTS),Reliability,RELATES_TO
rel_006078,SCTP,Transport Layer,PART_OF
rel_006079,SDLC,Agile Development,RELATES_TO
rel_006080,SDLC,Maintainability,DEPENDS_ON
rel_006081,SDLC,Scalability,DEPENDS_ON
rel_006082,SEO Strategy,Maintainability,RELATES_TO
rel_006083,SMTP Client Module,Security,IMPLEMENTS
rel_006084,SMTP Server Module,Security,IMPLEMENTS
rel_006085,SOA (Service-Oriented Architecture),Shopping Cart Feature,CONTAINS
rel_006086,SOAP,Service-Oriented Architecture (SOA),IMPLEMENTS
rel_006087,SOAP Interface,Bounded Context,PART_OF
rel_006088,SOAP-based Services,Quality of Service,RELATES_TO
rel_006089,SOAP-based Services,Service Composition,DEPENDS_ON
rel_006090,SOLID Principles,Component Principles,RELATES_TO
rel_006091,SOLID Principles,DRY Principle,RELATES_TO
rel_006092,SOLID Principles,Dependency Inversion Principle,CONTAINS
rel_006093,SOLID Principles,Dependency Inversion Principle (DIP),CONTAINS
rel_006094,SOLID Principles,Event Sourcing,IMPLEMENTS
rel_006095,SOLID Principles,Event Sourcing,RELATES_TO
rel_006096,SOLID Principles,Interface Segregation Principle (ISP),CONTAINS
rel_006097,SOLID Principles,KISS Principle,RELATES_TO
rel_006098,SOLID Principles,Layered Architecture,DEPENDS_ON
rel_006099,SOLID Principles,Layered Architecture,RELATES_TO
rel_006100,SOLID Principles,Liskov Substitution Principle (LSP),CONTAINS
rel_006101,SOLID Principles,Open/Closed Principle (OCP),CONTAINS
rel_006102,SOLID Principles,Single Responsibility Principle (SRP),CONTAINS
rel_006103,SOLID Principles,YAGNI Principle,RELATES_TO
rel_006104,SOLID principles,quality attribute scenarios,IMPLEMENTS
rel_006105,SOLID principles,service-oriented architecture pattern,IMPLEMENTS
rel_006106,SPRING Framework,Component-Based Software Engineering (CBSE),IMPLEMENTS
rel_006107,SQL Injection,Web Application Firewall (WAF),DEPENDS_ON
rel_006108,SQLAlchemy,Component-Based Approach,IMPLEMENTS
rel_006109,SQLAlchemy,Core/ORM Dichotomy,PART_OF
rel_006110,SQLAlchemy,Leaky Abstraction,IMPLEMENTS
rel_006111,SQLAlchemy,Maintainability,DEPENDS_ON
rel_006112,SQLAlchemy,Scalability,DEPENDS_ON
rel_006113,SQLAlchemy ORM,ClauseElement,IMPLEMENTS
rel_006114,SQLAlchemy ORM,SQLAlchemy Core,DEPENDS_ON
rel_006115,SQLAlchemy Toolkit,Core,CONTAINS
rel_006116,SQLAlchemy Toolkit,Object-Relational Mapper (ORM),CONTAINS
rel_006117,SQLObject,ClauseElement,RELATES_TO
rel_006118,SSA/SD,SSADM,RELATES_TO
rel_006119,SSADM,aggregate,RELATES_TO
rel_006120,SSADM,bounded context,RELATES_TO
rel_006121,SSADM,entity,RELATES_TO
rel_006122,SSADM,ubiquitous language,RELATES_TO
rel_006123,SSADM,value object,RELATES_TO
rel_006124,SSH Authentication Details,UISetup Function,RELATES_TO
rel_006125,STT (State Transition Table),Entity,DEPENDS_ON
rel_006126,SaaS Architecture,Scalability,RELATES_TO
rel_006127,SaaS Architecture,Scrum-based Project Management,DEPENDS_ON
rel_006128,SaaS-based Architecture,Scrum-based Project Management,DEPENDS_ON
rel_006129,Safety,Fail Safe,RELATES_TO
rel_006130,Safety,Manual Operation Transition,RELATES_TO
rel_006131,Safety,Safety-Critical Functions,PART_OF
rel_006132,Safety,Unsafe State Detection,RELATES_TO
rel_006133,Safety Requirements,Hazard and Risk Analysis,RELATES_TO
rel_006134,Safety Requirements,Safety-Critical System,PART_OF
rel_006135,Safety Reviews,Configuration Management System,DEPENDS_ON
rel_006136,Safety Tactics,Unsafe State Avoidance,RELATES_TO
rel_006137,Safety Tactics,Unsafe State Detection,RELATES_TO
rel_006138,Safety Tactics,Unsafe State Remediation,RELATES_TO
rel_006139,Safety standards and regulations,Functional safety requirements,PART_OF
rel_006140,Safety-Critical System,Reliability,RELATES_TO
rel_006141,Safety-Critical Systems,Reliability,RELATES_TO
rel_006142,Safety-Critical Systems,Safety,RELATES_TO
rel_006143,Safety-Critical Systems,Safety Argument,RELATES_TO
rel_006144,Safety-Critical Systems,Safety Certification,PART_OF
rel_006145,Saga Pattern,Compensating Transaction Framework,RELATES_TO
rel_006146,Saga Pattern,Compensating Update,IMPLEMENTS
rel_006147,Saga Pattern,Interservice Communication,RELATES_TO
rel_006148,SaleItem,State Machine Diagram,PART_OF
rel_006149,Sample Code,Maintainability,RELATES_TO
rel_006150,Sampling,Profiling,IMPLEMENTS
rel_006151,Sanity Checking,Reliability,RELATES_TO
rel_006152,Sanity Checking,Safety,IMPLEMENTS
rel_006153,Satisficing Design,Iterative Design,RELATES_TO
rel_006154,Scalability,Aggregate,DEPENDS_ON
rel_006155,Scalability,Application Services,RELATES_TO
rel_006156,Scalability,Application Software Design,DEPENDS_ON
rel_006157,Scalability,Architectural Design,DEPENDS_ON
rel_006158,Scalability,Architecture Debt,DEPENDS_ON
rel_006159,Scalability,Availability,RELATES_TO
rel_006160,Scalability,Broker Topology,RELATES_TO
rel_006161,Scalability,Caching,RELATES_TO
rel_006162,Scalability,Central Booking System,PART_OF
rel_006163,Scalability,Client-Server Architecture,RELATES_TO
rel_006164,Scalability,Cloud-native Application,DEPENDS_ON
rel_006165,Scalability,Component,RELATES_TO
rel_006166,Scalability,Component-Based Decomposition,DEPENDS_ON
rel_006167,Scalability,Data Files Architecture,RELATES_TO
rel_006168,Scalability,Digital Learning Environment,RELATES_TO
rel_006169,Scalability,Distributed Architecture,DEPENDS_ON
rel_006170,Scalability,Distributed Architecture,RELATES_TO
rel_006171,Scalability,Distributed Component Architecture,DEPENDS_ON
rel_006172,Scalability,Distribution Scalability,RELATES_TO
rel_006173,Scalability,Document Structure,RELATES_TO
rel_006174,Scalability,Documentation,RELATES_TO
rel_006175,Scalability,Elasticity,RELATES_TO
rel_006176,Scalability,Event Analyzer,RELATES_TO
rel_006177,Scalability,Event-Driven Architecture,RELATES_TO
rel_006178,Scalability,Feature Addition,RELATES_TO
rel_006179,Scalability,Hadoop Filesystem,DEPENDS_ON
rel_006180,Scalability,Horizontal Scalability,PART_OF
rel_006181,Scalability,ISO/IEC 25010,RELATES_TO
rel_006182,Scalability,Integration Architecture,PART_OF
rel_006183,Scalability,Interelement Communication,RELATES_TO
rel_006184,Scalability,Intrusion Prevention System,DEPENDS_ON
rel_006185,Scalability,Iterative Development,RELATES_TO
rel_006186,Scalability,Layered Architecture,DEPENDS_ON
rel_006187,Scalability,Line-oriented Interface,RELATES_TO
rel_006188,Scalability,Load-Balancing Strategy,IMPLEMENTS
rel_006189,Scalability,Logging,DEPENDS_ON
rel_006190,Scalability,Low Latency,DEPENDS_ON
rel_006191,Scalability,MVC,DEPENDS_ON
rel_006192,Scalability,Maintainability,DEPENDS_ON
rel_006193,Scalability,Maintainability,RELATES_TO
rel_006194,Scalability,Manageability,RELATES_TO
rel_006195,Scalability,Manageability Scalability,RELATES_TO
rel_006196,Scalability,Microservices,DEPENDS_ON
rel_006197,Scalability,Microservices Architecture,DEPENDS_ON
rel_006198,Scalability,Microservices Architecture,IMPLEMENTS
rel_006199,Scalability,Microservices Architecture,RELATES_TO
rel_006200,Scalability,Modular Design,RELATES_TO
rel_006201,Scalability,Modularity,DEPENDS_ON
rel_006202,Scalability,Orchestration,DEPENDS_ON
rel_006203,Scalability,Performance,DEPENDS_ON
rel_006204,Scalability,Performance,RELATES_TO
rel_006205,Scalability,PerformanceCalculator,RELATES_TO
rel_006206,Scalability,Puppet Plugins,DEPENDS_ON
rel_006207,Scalability,Real-time Requirements,RELATES_TO
rel_006208,Scalability,Reliability,DEPENDS_ON
rel_006209,Scalability,Reliability,RELATES_TO
rel_006210,Scalability,Security,DEPENDS_ON
rel_006211,Scalability,Security,RELATES_TO
rel_006212,Scalability,Service,RELATES_TO
rel_006213,Scalability,Service-Oriented Architecture,DEPENDS_ON
rel_006214,Scalability,Service-Oriented Architecture,PART_OF
rel_006215,Scalability,Service-Oriented Architecture (SOA),DEPENDS_ON
rel_006216,Scalability,Service-oriented architecture,DEPENDS_ON
rel_006217,Scalability,Shared-Nothing Architecture,RELATES_TO
rel_006218,Scalability,Size Scalability,RELATES_TO
rel_006219,Scalability,Stateless Service,RELATES_TO
rel_006220,Scalability,System Architecture,RELATES_TO
rel_006221,Scalability,System Testing,DEPENDS_ON
rel_006222,Scalability,TCP BTL Component,RELATES_TO
rel_006223,Scalability,Testing Framework,RELATES_TO
rel_006224,Scalability,Third-Party Diagnostics Engine,RELATES_TO
rel_006225,Scalability,VTK Subsystems,RELATES_TO
rel_006226,Scalability,Vertical Scalability,PART_OF
rel_006227,Scalability,mcdist System,RELATES_TO
rel_006228,Scalable Web Architecture,Distributed Systems,RELATES_TO
rel_006229,Scalable Web Architecture,Maintainability,DEPENDS_ON
rel_006230,Scalable Web Architecture,Performance,DEPENDS_ON
rel_006231,Scalable Web Architecture,Reliability,DEPENDS_ON
rel_006232,Scalable Web Architecture,Scalability,DEPENDS_ON
rel_006233,Scalable Web Architecture,Security,DEPENDS_ON
rel_006234,Scale Rollouts,Rollback,RELATES_TO
rel_006235,Scaled Agile Framework (SAFe),Emergent Design,RELATES_TO
rel_006236,Scaled Agile Framework (SAFe),Intentional Architecture,RELATES_TO
rel_006237,Scenario-Based Testing,Test Automation Harness,DEPENDS_ON
rel_006238,Scenario-based Analysis,Software Architecture Analysis Method (SAAM),IMPLEMENTS
rel_006239,Scope Tree,ssh Class,DEPENDS_ON
rel_006240,Scorer Class,Command Pattern,IMPLEMENTS
rel_006241,Scripting Layer,Backend Layer,DEPENDS_ON
rel_006242,Scripting Plugin,Maintainability,RELATES_TO
rel_006243,Scripting Plugin,Security Risks of Named Pipe,RELATES_TO
rel_006244,Scroll,CatalogItem,DEPENDS_ON
rel_006245,Scroll,Repository,DEPENDS_ON
rel_006246,Scrolling Navigation,Mobile Responsive Design,RELATES_TO
rel_006247,Scrum,Software Components,RELATES_TO
rel_006248,Scrum,Ubiquitous Language,RELATES_TO
rel_006249,Search Box,Usability Testing,RELATES_TO
rel_006250,Search Index,Availability,CONTAINS
rel_006251,Search Service,Search Index,DEPENDS_ON
rel_006252,Secondary Safety-Critical Software,Safety-Critical Systems,PART_OF
rel_006253,Secure Systems Architecture,Availability,IMPLEMENTS
rel_006254,Secure Systems Architecture,Confidentiality,IMPLEMENTS
rel_006255,Secure Systems Design,Confidentiality,IMPLEMENTS
rel_006256,SecureRandom,Type 4 UUID,DEPENDS_ON
rel_006257,Security,Access Limitation,RELATES_TO
rel_006258,Security,Actor Identification,RELATES_TO
rel_006259,Security,Architectural Design,DEPENDS_ON
rel_006260,Security,Architecture Debt,DEPENDS_ON
rel_006261,Security,Authentication,RELATES_TO
rel_006262,Security,Authorization,RELATES_TO
rel_006263,Security,Authorization Mechanism,RELATES_TO
rel_006264,Security,Availability,DEPENDS_ON
rel_006265,Security,Availability,RELATES_TO
rel_006266,Security,Backup and Recovery,RELATES_TO
rel_006267,Security,CIA Triad,RELATES_TO
rel_006268,Security,Cloud Computing,RELATES_TO
rel_006269,Security,Confidentiality,CONTAINS
rel_006270,Security,Confidentiality,RELATES_TO
rel_006271,Security,Data Quality,RELATES_TO
rel_006272,Security,Dependability,RELATES_TO
rel_006273,Security,Deserialization Security,RELATES_TO
rel_006274,Security,Diagnostics Engine Interface,RELATES_TO
rel_006275,Security,Diagnostics System API Gateway,RELATES_TO
rel_006276,Security,Documentation,RELATES_TO
rel_006277,Security,Error Handling,DEPENDS_ON
rel_006278,Security,Evaluation Criteria,RELATES_TO
rel_006279,Security,ISO/IEC 25010,RELATES_TO
rel_006280,Security,Integrity,CONTAINS
rel_006281,Security,Intercepting Validator,RELATES_TO
rel_006282,Security,Interelement Communication,RELATES_TO
rel_006283,Security,Intrusion Prevention System,RELATES_TO
rel_006284,Security,Layered Architecture,DEPENDS_ON
rel_006285,Security,Maintainability,DEPENDS_ON
rel_006286,Security,Maintainability,RELATES_TO
rel_006287,Security,Microservices,DEPENDS_ON
